question,type,nsfw
Would you rather never have to clean a bathroom again or never have to do dishes again?,Would You Rather,False
Would you rather eat an egg with a half formed chicken inside or eat five cooked cockroaches?,Would You Rather,False
Would you rather wear a wedding dress / tuxedo every single day or wear a bathing suit every single day?,Would You Rather,False
Would you rather be an unimportant character in the last movie you saw or an unimportant character in the last book you read?,Would You Rather,False
Would you rather move to a new city or town every week or never be able to leave the city or town you were born in?,Would You Rather,False
Would you rather be a bowling champion or a curling champion?,Would You Rather,False
Would you rather have the police hunting you for a murder you didn't commit or a psychopathic clown hunting you?,Would You Rather,False
Would you rather be so afraid of heights that you can't go to the second floor of a building or be so afraid of the sun that you can only leave the house on rainy days?,Would You Rather,False
Would you rather live in a haunted house where the ghosts ignore you and do their own thing or be a ghost in a house living out a pleasant and uneventful week from your life again and again?,Would You Rather,False
Would you rather be an average person in the present or a king 2500 years ago?,Would You Rather,False
Would you rather be fantastic at riding horses or amazing at driving dirt bikes?,Would You Rather,False
Would you rather write a novel that will be widely considered the most important book in the past 200 years but you and the book will only be appreciated after your death or be the most famous erotica writer of your generation?,Would You Rather,False
Would you rather spend the rest of your life with a sailboat as your home or an RV as your home?,Would You Rather,False
Would you rather get really tipsy from just one sip of alcohol and ridiculously drunk from just one alcoholic drink or never get drunk no matter how much alcohol you drank?,Would You Rather,False
Would you rather be completely insane and know that you are insane or completely insane and believe you are sane?,Would You Rather,False
Would you rather vomit uncontrollably for one-minute every time you hear the happy birthday song or get a headache that lasts for the rest of the day every time you see a bird (including in pictures or a video)?,Would You Rather,False
Would you rather be hired for a well-paying job that you lied to get and have no idea how to do or be about to give the most important presentation of your life but you can't remember any of the material you prepared?,Would You Rather,False
Would you rather walk around work or school for the whole day without realizing there is a giant brown stain on the back of your pants or realize the deadline for that important paper / project was yesterday and you are nowhere near done?,Would You Rather,False
Would you rather eat a sandwich made from 4 ingredients in your fridge chosen at random or eat a sandwich made by a group of your friends from 4 ingredients in your fridge?,Would You Rather,False
Would you rather have someone impersonating you and doing really amazing things that you get the credit for or find money hidden in weird places all around your house every day but with no explanation where the money comes from or how it keeps getting there?,Would You Rather,False
Would you rather have plants grow at 10 times their normal rate when you are near or for people and animals to stop aging when you are near them?,Would You Rather,False
Would you rather have chapped lips that never heal or a terrible dandruff that can't be treated?,Would You Rather,False
Would you rather have out of control body hair or out of control body odor?,Would You Rather,False
Would you rather know all the mysteries of the universe or know every outcome of every choice you make?,Would You Rather,False
Would you rather have someone secretly give you LSD on a random day and time once every 6 months or have everyone in the world all take LSD at the same time once every 5 years?,Would You Rather,False
Would you rather be the life of the party and the funniest person your friends know but suffer from depression or be happy and content but people think you are boring and unfunny?,Would You Rather,False
Would you rather never be able to wear pants or never be able to wear shorts?,Would You Rather,False
Would you rather be unable to have kids or only be able to conceive quintuplets?,Would You Rather,False
Would you rather only wear one color each day or have to wear seven colors each day?,Would You Rather,False
Would you rather eat rice with every meal or eat bread with every meal?,Would You Rather,False
Would you rather have no eyebrows or only one eyebrow?,Would You Rather,False
Would you rather all electrical devices mysteriously stop working (possibly forever) or the governments of the world are only run by people going through puberty?,Would You Rather,False
Would you rather everyone be required to wear identical silver jump suits or any time two people meet and are wearing an identical article of clothing they must fight to the death?,Would You Rather,False
Would you rather have all dogs try to attack you when they see you or all birds try to attack you when they see you?,Would You Rather,False
Would you rather be unable to move your body every time it rains or not be able to stop moving while the sun is out?,Would You Rather,False
Would you rather die if you didn't slap a new person on the butt every 12 hours or die if you didn't kill someone every year?,Would You Rather,False
Would you rather spend two years with your soul mate only to have them die and you never love again or spend your life with someone nice you settled for?,Would You Rather,False
What shows are you into?,,False
What TV channel doesn't exist but really should?,,False
Who has impressed you most with what they've accomplished?,,False
What age do you wish you could permanently be?,,False
What TV show or movie do you refuse to watch?,,False
What would be your ideal way to spend the weekend?,,False
"What is something that is considered a luxury, but you don't think you could live without?",,False
What's your claim to fame?,,False
What's something you like to do the old-fashioned way?,,False
What's your favorite genre of book or movie?,,False
How often do you people watch?,,False
What have you only recently formed an opinion about?,,False
What's the best single day on the calendar?,,False
What are you interested in that most people haven't heard of?,,False
How do you relax after a hard day of work?,,False
What was the best book or series that you've ever read?,,False
What's the farthest you've ever been from home?,,False
What is the most heartwarming thing you've ever seen?,,False
What is the most annoying question that people ask you?,,False
What could you give a 40-minute presentation on with absolutely no preparation?,,False
"If you were dictator of a small island nation, what crazy dictator stuff would you do?",,False
What is something you think everyone should do at least once in their lives?,,False
Would you rather go hang gliding or whitewater rafting?,,False
What's your dream car?,,False
What's worth spending more on to get the best?,,False
What is something that a ton of people are obsessed with but you just don't get the point of?,,False
What are you most looking forward to in the next 10 years?,,False
Where is the most interesting place you've been?,,False
What's something you've been meaning to try but just haven't gotten around to it?,,False
What's the best thing that happened to you last week?,,False
What piece of entertainment do you wish you could erase from your mind so that you could experience for the first time again?,,False
"If all jobs had the same pay and hours, what job would you like to have?",,False
What amazing thing did you do that no one was around to see?,,False
How different was your life one year ago?,,False
What's the best way to start the day?,,False
What quirks do you have?,,False
What would you rate 10 / 10?,,False
What fad or trend do you hope comes back?,,False
What's the most interesting piece of art you've seen?,,False
What kind of art do you enjoy most?,,False
What do you hope never changes?,,False
What city would you most like to live in?,,False
What movie title best describes your life?,,False
Why did you decide to do the work you are doing now?,,False
What's the best way a person can spend their time?,,False
"If you suddenly became a master at woodworking, what would you make?",,False
Where is the most relaxing place you've ever been?,,False
What is the luckiest thing that has happened to you?,,False
Where would you rather be from?,,False
What are some things you've had to unlearn?,,False
What are you looking forward to in the coming months?,,False
What website do you visit most often?,,False
What one thing do you really want but can't afford?,,False
Where do you usually go when you when you have time off?,,False
Where would you spend all your time if you could?,,False
What is special about the place you grew up?,,False
What age do you want to live to?,,False
What are you most likely to become famous for?,,False
What are you absolutely determined to do?,,False
What is the most impressive thing you know how to do?,,False
What do you wish you knew more about?,,False
What question would you most like to know the answer to?,,False
What question can you ask to find out the most about a person?,,False
"When was the last time you <a href=""https://www.psychologytoday.com/blog/how-risky-is-it-really/201007/why-changing-somebody-s-mind-or-yours-is-hard-do"">changed your opinion / belief</a> about something major?",,False
What was the best compliment you've received?,,False
"As the only human left on Earth, what would you do?",,False
Who inspires you to be better?,,False
What do you want your epitaph to be?,,False
What did you think you would grow out of but haven't?,,False
In what situation or place would you feel the most out of place in?,,False
What's the dumbest thing you've done that actually turned out pretty well?,,False
They say that everyone has a book in them. What would your book be about?,,False
What is something you will NEVER do again?,,False
What do you spend the most time thinking about?,,False
What are some of the events in your life that made you who you are?,,False
What do you wish your brain was better at doing?,,False
There are two types of people in this world. What are the two types?,,False
What is the strangest thing you have come across?,,False
What is something you are certain you'll never experience?,,False
What dumb accomplishment are you most proud of?,,False
"If you could make one rule that everyone had to follow, what rule would you make?",,False
What are you addicted to?,,False
What stereotype do you completely live up to?,,False
What is something you can never seem to finish?,,False
"As you get older, what are you becoming more and more afraid of?",,False
What is one of your favorite smells?,,False
What would be the scariest monster you could imagine?,,False
What song or artist do you like but rarely admit to liking?,,False
What would you do if you knew you were going to die in one hour?,,False
What book impacted you the most?,,False
"If you had to change your name, what would you change it to?",,False
"If life is a game, like some people say, what are some of the rules?",,False
Who is / was your most interesting friend?,,False
Have you ever given to any charities?,,False
What is something that your friends would consider “so you”?,,False
What risks are worth taking?,,False
"What can you not get right, no matter how many times you try?",,False
"If you could convince everyone in the world to do one thing at one point in time, what would that thing be?",,False
What do you take for granted?,,False
What would be some of the most annoying things about having yourself as a roommate?,,False
What's something you are self-conscious about?,,False
What personality trait do you value most and which do you dislike the most?,,False
What small gesture from a stranger made a big impact on you?,,False
What gets you fired up?,,False
What challenging thing are you working through these days?,,False
What irrational fear do you have?,,False
What's the best and worst piece of advice you've ever received?,,False
"<img alt=""Countdown timer"" class=""aligncenter wp-image-1320"" height=""440"" sizes=""(max-width: 660px) 100vw, 660px"" src=""https://conversationstartersworld.com/wp-content/uploads/2016/12/Countdown-timer.jpg"" srcset=""https://conversationstartersworld.com/wp-content/uploads/2016/12/Countdown-timer.jpg 940w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Countdown-timer-300x200.jpg 300w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Countdown-timer-768x511.jpg 768w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Countdown-timer-660x440.jpg 660w"" width=""660""/>",,False
"If you had a clock that would countdown to any one event of your choosing, what event would you want it to countdown to?",,False
What makes a good life?,,False
What do you strongly suspect but have no proof of?,,False
What's the last adventure you went on?,,False
When do you feel truly “alive”?,,False
What was the most memorable gift you've received?,,False
What chapters would you separate your autobiography into?,,False
What do you like most about your family?,,False
What do you hope your last words will be?,,False
What stat for your life would you most like to see?,,False
What are three of the most significant numbers in your life?,,False
What could you do with two million dollars to impact the most amount of people?,,False
"If you were put into solitary confinement for six months, what would you do to stay sane?",,False
What's something horrible that everyone should try at least once?,,False
What fact are your resigned to?,,False
Have you ever saved someone's life?,,False
What were some of the turning points in your life?,,False
What would a mirror opposite of yourself be like?,,False
"What are you really good at, but kind of embarrassed that you are good at it?",,False
What are three interesting facts about you?,,False
Which of your scars has the best story behind it?,,False
What's the title of the current chapter of your life?,,False
What's the hardest lesson you've learned?,,False
What mistake do you keep making again and again?,,False
What do people think is weird about you?,,False
"When people look at you, what do you think they see / think?",,False
What have you created that you are most proud of?,,False
"If you could make a 20 second phone call to yourself at any point in your life present or future, when would you call and what would you say?",,False
What annoys you most about the in-groups you are a part of?,,False
What do you have doubts about?,,False
What do you want to be remembered for?,,False
What are some of your personal “rules” that you never break?,,False
What do you regret not doing or starting when you were younger?,,False
"If you could have a never-ending candle that smelled like anything you wanted, what fragrance would you want it to be?",,False
What's the best thing about you?,,False
What bends your mind every time you think about it?,,False
What's the best thing you got from your parents?,,False
What's one responsibility you really wish you didn't have?,,False
What is the “holy grail” of your life?,,False
"If your childhood had a smell, what would it be?",,False
What are the top three things you want to accomplish before you die? How close are you to accomplishing them?,,False
What do you wish you could tell yourself 10 years ago? What do you think you'll want to tell your current self 10 years from now?,,False
"In your group of friends, what role do you play?",,False
"Among your friends or family, what are you famous for?",,False
What is the biggest lesson you never learned?,,False
What's the most immature thing that you do?,,False
"<img alt=""Open book"" class=""aligncenter wp-image-1319"" height=""440"" sizes=""(max-width: 660px) 100vw, 660px"" src=""https://conversationstartersworld.com/wp-content/uploads/2016/12/Book.jpg"" srcset=""https://conversationstartersworld.com/wp-content/uploads/2016/12/Book.jpg 900w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Book-300x200.jpg 300w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Book-768x512.jpg 768w, https://conversationstartersworld.com/wp-content/uploads/2016/12/Book-660x440.jpg 660w"" width=""660""/>",,False
"If your life was a book, what would its title be?",,False
What's the best and worst thing about getting older?,,False
What's something that happened or something that someone said that changed how you view the world?,,False
What are you most likely very wrong about?,,False
"If you had a personal flag, what would be on it?",,False
What lifestyle change have you been meaning to make for a while now?,,False
What would be your spirit animal?,,False
What incredibly strong opinion or belief do you have that is completely unimportant in the grand scheme of things?,,False
What chance encounter changed your life forever?,,False
"If you could have a video of any one event in your life, what event would you choose?",,False
"If you were forced to relive one 10-minute block of your life again and again for all eternity, what 10 minutes of your life would you choose?",,False
How do you hope you'll change as a person in the future?,,False
What keeps you up at night?,Philosophical,False
What's the most surprising self-realization you've had?,Philosophical,False
What's the most illegal thing you've done?,Philosophical,False
What lie do you tell most often?,Philosophical,False
What do you regret not doing?,Philosophical,False
What gives your life meaning?,Philosophical,False
What do you most often look down on people for? What do you think other people look down on you for?,Philosophical,False
What bridges do you not regret burning?,Philosophical,False
What are you most insecure about?,Philosophical,False
How do you get in the way of your own success?,Philosophical,False
What's one thing you did that you really wish you could go back and undo?,Philosophical,False
What are you afraid people see when they look at you?,Philosophical,False
"If every neuron in a human was accurately simulated in a computer, would it result in human consciousness?",Philosophical,False
Is it possible that some animals are self-aware and think about their ability to think?,Philosophical,False
How do you define consciousness?,Philosophical,False
Is it possible to prove that other people besides yourself have consciousness?,Philosophical,False
How conscious do you think animals are?,Philosophical,False
"Assuming evolution is correct, do you think that if humans went extinct another species as intelligent as humans would evolve? If life exists long enough on a planet, is intelligence and consciousness inevitable?",Philosophical,False
Would it be more frightening to discover that humans are the most advanced species in the universe or that we are far from being the most advanced species in the universe?,Philosophical,False
How would you define genius?,Philosophical,False
"There is zero chance that ALL your firmly and dearly held beliefs are true. So, which of your beliefs are most likely to be wrong and which are most liable to be true?",Philosophical,False
How much does language affect our thinking?,Philosophical,False
Why are humans so confident in beliefs that can't be proven?,Philosophical,False
"If all your memories were erased, what kind of person would you be?",Philosophical,False
Why do humans have such a strong urge to distract ourselves from the real world?,Philosophical,False
What is the benefit of consciousness from an evolutionary stand point?,Philosophical,False
"Is the concept of “you” continuous or does past “you” continually fade into present and future “you”? In other words, what part of “you” sticks around over time considering that the atoms that make up your body are constantly being replaced and your memories are always changing?",Philosophical,False
"Is it possible that someone's genes might affect their political leanings? If no, why not? If so, what would be the ramifications?",Philosophical,False
Can rational thought exist without language?,Philosophical,False
"Would selectively breeding an animal such as a dog based on intelligence, increase its intelligence over time? If so, how intelligent could dogs become? If not, how does intelligence emerge in a species?",Philosophical,False
Are there limits to human creativity?,Philosophical,False
Why do we resist doing things that we know are good for our well-being while craving things that are detrimental to our well-being?,Philosophical,False
Is it be possible for humans to create something completely novel and new that is based on nothing that previously existed? Or is human creativity just rearranging and building on previous ideas?,Philosophical,False
"If there existed a perfect clone of you, would it also be you? Would it act in exactly the same manner as you (like a mirror) or would it act differently? If it acted differently then would it still be you? At what point would it not be you?",Philosophical,False
Would you be able to tell if time had been altered in some way?,Philosophical,False
"Your perception of the world is just what your brain constructs for you from the signals sent by your senses. Plus, there is a slight delay, so you aren't even experiencing the simulation in real time. What would it be like if humans could perceive what the world is actually like and do it in real time? Also, what are the ramifications of every single person's reality being a little different and unique to them?",Philosophical,False
"If <a href=""https://www.apa.org/monitor/feb05/hues.aspx"">language influences how we perceive color</a>, what other things could languages be changing our perception of?",Philosophical,False
Is a sense of humor a byproduct of consciousness or something else entirely?,Philosophical,False
"Are intelligence and happiness tied together in any way? If you are highly intelligent, is it more likely that you'll be more, or less happy?",Philosophical,False
"Human memory has been shown to be incredibly unreliable. With that in mind, how do you know which of your memories are genuine and which have been altered or made up?",Philosophical,False
"Different people and different organisms perceive reality in vastly different ways. With that in mind, what is real and what is just our perception of reality? Or does every organism live in its own personal reality?",Philosophical,False
"<img alt=""Philosophical questions about ethics and morality"" class=""aligncenter wp-image-1627 size-full"" height=""430"" sizes=""(max-width: 660px) 100vw, 660px"" src=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Ethics-and-morality-philosophical-questions.jpg"" srcset=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Ethics-and-morality-philosophical-questions.jpg 660w, https://conversationstartersworld.com/wp-content/uploads/2017/07/Ethics-and-morality-philosophical-questions-300x195.jpg 300w"" width=""660""/>",Philosophical,False
"When, if ever, is taking a human life justified?",Philosophical,False
Can animals have morals?,Philosophical,False
"Without religion would people become more, less, or be equally morally corrupt?",Philosophical,False
"If humanity was put on trial by an advanced race of aliens, how would you defend humanity and argue for its continued existence?",Philosophical,False
What rights does every human have? Do those rights change based on age?,Philosophical,False
Do animals have rights and do those rights extend to all animals or do the rights change based on the complexity of the animal?,Philosophical,False
Is justice a human construct or is it independent of humans?,Philosophical,False
Why do people expect a universe full of randomness to be fair?,Philosophical,False
"With no laws or rules to influence your behavior, how do you think you would behave?",Philosophical,False
What's the difference between justice and revenge?,Philosophical,False
"If it was discovered that personality traits were partly genetic and could be removed with gene therapy, would it be ethical to edit out negative character traits that harm others like extreme aggression, compulsive lying, or cruelty?",Philosophical,False
"If you could press a button and receive a million dollars, but one stranger would die, would you press the button? And if so, how many times?",Philosophical,False
What would be the most ethical way to give away five million dollars?,Philosophical,False
Are people ethically obligated to improve themselves?,Philosophical,False
Is privacy a right?,Philosophical,False
"At what point is overthrowing a government ethical, considering all the violence a revolution usually entails?",Philosophical,False
"Can morality ever be objective or is it always subjective? If it can be objective, in what instances? If it's always subjective, how do we decide whose concept of morality is correct?",Philosophical,False
Are intentions or outcomes more important when judging whether actions are moral?,Philosophical,False
Should there be limitations on the right to free speech?,Philosophical,False
"If it was discovered that most animals were conscious of their existence and eventual death, what would be the ramifications of that discovery?",Philosophical,False
Should euthanasia be legal? Why or why not?,Philosophical,False
"If scientists could accurately predict who was more likely to commit crimes, what should society do with that information?",Philosophical,False
Do business owners have the right to refuse service to customers?,Philosophical,False
"If babies are considered innocent, when do people cease to be innocent?",Philosophical,False
Why do humans often associate beauty with morality?,Philosophical,False
"If you can save another's life and don't because doing so would break the law, are you ethically justified in your decision?",Philosophical,False
Are all individuals morally obligated to save another person's life if they are able? What if that person lives in another country?,Philosophical,False
Is it just and right to deny entry to a country when doing so probably means death for the immigrant and their family?,Philosophical,False
Should we terraform planets if it means that we may be destroying undiscovered microscopic alien life?,Philosophical,False
Does anonymity encourage people to misbehave or does it reveal how people would choose to act all the time if they could?,Philosophical,False
"What is the most fertile soil for hatred? Fear, ignorance, jealousy, or something else entirely? Is it possible that some people are genetically predisposed to hatred?",Philosophical,False
"If doing something good for others makes us feel good, can there ever be such a thing as pure altruism?",Philosophical,False
What is your definition of evil?,Philosophical,False
Do all people have equal value regardless of their actions or is a person's value based on their actions?,Philosophical,False
Why are humans so fascinated by mass murderers if their actions are universally considered evil and vile?,Philosophical,False
"As people, we feel our moral obligation weaken with physical as well as emotional distance from individuals in need. For example, you're more likely to help someone dying of hunger at your feet than someone dying of hunger in another country. How does this human trait of morality dependent on distance shape our world?",Philosophical,False
"If I steal a loaf of bread from you and eat it, when does the bread itself cease to be yours and becomes mine?",Philosophical,False
How much effort should an individual put into not offending others?,Philosophical,False
"<img alt=""Philosophical questions about society and government"" class=""aligncenter wp-image-1629 size-full"" height=""355"" sizes=""(max-width: 660px) 100vw, 660px"" src=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-society-and-government.jpg"" srcset=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-society-and-government.jpg 660w, https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-society-and-government-300x161.jpg 300w"" width=""660""/>",Philosophical,False
"If you could start a country from scratch, what would it be like?",Philosophical,False
"Would a government run with algorithms, A.I., and statistics be better or worse than the government we have now?",Philosophical,False
Would the world be a better or worse place if everyone looked the same?,Philosophical,False
"What causes the most harm in the world, but is completely avoidable?",Philosophical,False
How far should governments go to prevent its citizens from causing harm to themselves?,Philosophical,False
Do people in wealthier countries have a moral obligation to help those in poorer countries?,Philosophical,False
"What should the role of a government be, what boundaries and limitations should it have?",Philosophical,False
Is poverty in society inevitable?,Philosophical,False
How should we measure the productivity of a society?,Philosophical,False
"What would a utopia be like, how would it function and continue to exist?",Philosophical,False
"Do you think there will ever be a global government? If a world government did come to power, assuming it wasn't particularly cruel or evil, would it be a good or bad thing?",Philosophical,False
What is the biggest threat to the social contract in our country?,Philosophical,False
"Is it more or less difficult to be successful in the modern world than it was in the past (10, 50, 100, or 1,000 years ago)?",Philosophical,False
Could societies exist without a way to transfer value (i.e. without money or a barter system)?,Philosophical,False
What would happen if a maximum income of was implemented?,Philosophical,False
What will the economy of wealthy countries look like in 50 to 100 years?,Philosophical,False
What do you think the long-term effects of so many people being glued to their screens will be?,Philosophical,False
"If all humans want the same basic things, why is there so much violence and strife between people?",Philosophical,False
Is the human tendency to create groups an overall positive or a negative trait in terms of general human flourishing?,Philosophical,False
"What would happen to a society in which no one had to work, and everyone was provided enough food/water/shelter/healthcare for free?",Philosophical,False
Is the cultural trend of individualism and the rejection of collectivism a beneficial or detrimental trend?,Philosophical,False
"Considering that the technology exists to enable a real democracy, would a true democracy (every single person can vote on every single legislation) be advantageous or detrimental?",Philosophical,False
"If everyone said what they were actually thinking, what would happen to society?",Philosophical,False
What are the benefits and drawbacks of diversity in society?,Philosophical,False
Under our government are there any rights that you have but shouldn't? How about rights you don't have but should?,Philosophical,False
What is the most important right our government allows for?,Philosophical,False
Has social media been a net positive or a net negative for our society? Why?,Philosophical,False
How would society change if men were able to get pregnant and men and women both had an equal chance of getting pregnant?,Philosophical,False
Why have many societies begun to place such a high value on emotions and being emotional?,Philosophical,False
Is it right or wrong that everyone seems to be accustomed to the fact that all of humanity and most of the life on Earth could be wiped out at the whim of a handful of people?,Philosophical,False
"In an ideal government, what should a good citizen provide to their government and what should that government provide that good citizen?",Philosophical,False
Should tax payers have the option to explicitly say what they don't want their tax dollars spent on?,Philosophical,False
Can a society exist without laws?,Philosophical,False
Will humanity ever be able to escape tribalism and the creation of in and out groups? Should it?,Philosophical,False
How much privacy are you willing to sacrifice for safety?,Philosophical,False
How would the world change if there was an accurate measure of aptitude?,Philosophical,False
Is hierarchy necessary for all successful human communities?,Philosophical,False
Is some degree of censorship necessary?,Philosophical,False
What are the biggest moral dilemmas your country is facing now?,Philosophical,False
"Was the agricultural revolution and the explosion of civilizations that came from it an overall good thing for humans or a negative? In other words, would it have been better or worse for people to stay in small tribes?",Philosophical,False
What will be/are some of the by-products to society of everyone having the ability to take pictures or a video at any time?,Philosophical,False
Does marriage as an institution need to be updated or is it fine how it is?,Philosophical,False
"If you were given the ability to reform how your country's leaders were chosen and how they serve, what would you change?",Philosophical,False
"<img alt=""Philosophical questions about science and technology"" class=""aligncenter size-full wp-image-1630"" height=""459"" sizes=""(max-width: 660px) 100vw, 660px"" src=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-science-and-technology.jpg"" srcset=""https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-science-and-technology.jpg 660w, https://conversationstartersworld.com/wp-content/uploads/2017/07/Philosophical-questions-about-science-and-technology-300x209.jpg 300w"" width=""660""/>",Philosophical,False
At what point is a technologically enhanced human not a human anymore?,Philosophical,False
Does the modern age make global conspiracies more or less feasible?,Philosophical,False
Is technological advancement a net positive or a net negative?,Philosophical,False
Is technological progress inevitable as long as humans exist or can it be stopped?,Philosophical,False
Is true artificial intelligence possible with our current technology and methods of programming?,Philosophical,False
What scientific breakthrough would have the biggest effect on humanity?,Philosophical,False
Why did technology progress more slowly in the past than it does now?,Philosophical,False
"Will we keep leaping to even greater technological and scientific breakthroughs that radically change society, or will the rate of progress slow and humanity's progress be limited to incremental improvements?",Philosophical,False
"If a robust and cheap genetic engineering industry existed, would you have your genes edited? If so, what genetic changes would you choose to make? If not, why not?",Philosophical,False
"Assume that in the future there will be huge leaps in human augmentation. Given a scale from completely human to completely machine, how far would you choose to augment yourself with robotics? What parts would you augment and why?",Philosophical,False
"If the transporters in Star Trek existed and you used it, your particles would be disassembled and then reassembled, do you die every single time? Are you ever alive at two places at once? Are you ever completely dead?",Philosophical,False
Should full access to the internet be a fundamental human right?,Philosophical,False
Has the invention of the atomic bomb made the world a more peaceful place?,Philosophical,False
"Do you think the singularity will occur? If so, what time frame do you think it will happen in?",Philosophical,False
"If emotions are the product of biochemical reactions, then in the future we will be theoretically able to control them. If we could control emotions through technology, should we?",Philosophical,False
Is there a limit to what humans can create through technology and science?,Philosophical,False
What do you wish you could re-live?,General,False
What's something weird that you recommend everyone trying at least once?,General,False
What's the best gag gift you've ever seen or gotten?,General,False
Do you prefer being warmed when you're too cold or being cooled when you're too hot?,General,False
What sentence can you say that makes total sense now but would seem insane 20 years ago?,General,False
How decisive or indecisive are you?,General,False
"If you were given $5,000 to give the most amount of happiness to the most amount of people, what would you do?",General,False
"What piece of culture or trend has died out, but you would like to see it make a comeback?",General,False
"If you inherited a private jet from a stranger, what would you do with it?",General,False
What's something from your childhood that used to be common but now is pretty rare?,General,False
What snack can you just not get enough of?,General,False
What kinds of things are normal now but will be highly valued antiques a century later?,General,False
"What's something horrible that we as humans have accepted, because that's just how things are; but actually things don't have to be that way at all?",General,False
What was the worst phase you went through?,General,False
"If you were an action figure, what accessories would you be sold with?",General,False
What options would come up if you could “right-click” people?,General,False
What weird smell do you really enjoy?,General,False
What do you like to do that is traditionally considered masculine?,General,False
What was something you ate regularly as a child but now cringe at the thought of eating?,General,False
What's something you learned recently that you really should have already known?,General,False
What's the best practical joke you've pulled or seen pulled?,General,False
What's this time period the golden age of?,General,False
What country can you name but besides the name you know almost nothing else about it?,General,False
Who do you make happy?,General,False
What animal are you surprised isn't extinct yet?,General,False
What's an innocent mistake you made that had dramatic consequences?,General,False
Which car is so ugly you're shocked it got made?,General,False
What's in your pockets right now?,General,False
What's the best piece of advice someone has given you?,General,False
What do you think people automatically assume about you when they look at you?,General,False
"Looking back on your life, what have you done that has given you the most satisfaction?",General,False
"If you were forced to create a new dance move, what would it be and what would you call it?",General,False
"If everything was quantified, what life stats would like to see for yourself?",General,False
What do you really wish you knew when you were younger?,General,False
What songs can you sing that I'll know after hearing two words from the song?,General,False
"If you were given $100,000, but it could only be used to upgrade your shower or bathtub what upgrades would you make?",General,False
When was the last time you laughed so hard you cried?,General,False
What's your story?,General,False
What do you wish you had more time for?,General,False
When was the last time you had a gut feeling about something that turned out to be correct? How about a time your gut feeling was wrong?,General,False
What would you do if one day you woke up and every person was just gone without a trace?,General,False
What’s your “and then it got worse” story?,General,False
What's your curiosity killed the cat story?,General,False
What's the biggest lie that someone told you?,General,False
What would be the worst thing to put into a piÃ±ata?,General,False
What's the most unpleasant sounding word?,General,False
What was a huge deal when it happened but now everyone seems to have forgotten about it?,General,False
"If you could dedicate your life to solving one problem, what problem would you choose?",General,False
What jobs exist because people are selfish?,General,False
"If many people consider red to represent anger / passion, blue sadness, green envy, what feelings would some of the other colors like purple, turquoise, silver, or brown represent?",General,False
What's the weirdest thing you have seen on someone's phone?,General,False
What's your favorite way to meet new people?,General,False
What areas in your life do you have high hopes for and what are those high hopes?,General,False
Who was the most spoiled person you personally have met?,General,False
What's the most pleasing accent to hear your language spoken with?,General,False
What website or app has completely changed your life for better or for worse?,General,False
What makes you feel old?,General,False
Who is or was your greatest rival?,General,False
What's your favorite non-drug / non-alcohol high?,General,False
What's the worst thing you've heard one person say to another person?,General,False
How do you feel about books?,General,False
What do you really want to know?,General,False
How different is the social environment for kids in school now versus 10 or 20 years ago?,General,False
What was your most memorable dream or nightmare?,General,False
What do you love about yourself?,General,False
What job won't be replaced by machines or computers any time soon?,General,False
What gets progressively weirder the more you think about it?,General,False
What have you gotten too old to put up with?,General,False
What cheesy song do you love?,General,False
What's the most ridiculous thing you have convinced someone is true?,General,False
What event would you like to know the whole and complete truth about?,General,False
What have you recently become obsessed with?,General,False
What's the biggest waste of money you've seen?,General,False
What's surprising about you?,General,False
"If you could only wear one outfit for the rest of your life, what would it be?",General,False
"What are some outdated customs that don't make sense anymore, but people still follow them simply out of tradition?",General,False
What would be the cutest infestation to have in your home?,General,False
What was the last disaster you prevented?,General,False
What shouldn't have happened but happened anyway?,General,False
When you were a kid what silly thing were you deathly afraid of?,General,False
"Besides a raise or more vacation time, what's the best perk a company can offer employees?",General,False
Where do you like going for walks?,General,False
"If you found out you would inexplicably fall down dead in one year, what would you change about your life?",General,False
What's the most rage inducing thing you've had to make or put together?,General,False
What movie have you seen more than seven times?,General,False
"What's happening in popular culture now that is taken very seriously, but in 20 years people will find it extremely silly?",General,False
What's the worst example of curiosity killing the catÂ you've seen?,General,False
What skill do you wish more people took the time to learn?,General,False
What would be the scariest text message to wake up to?,General,False
What's something that actually happened but seems absurd and unrealistic?,General,False
What complex fictional character really intrigues you?,General,False
What personality traits are people proud of but shouldn't be?,General,False
Most people want to be wealthy for one reason or another. Why do you want to be wealthy? What would be the biggest benefit of being wealthy?,General,False
"What type of design style do you like most? From architecture, interior design, art, cars, phones or whatever.",General,False
